Series Name,Series Code,Country Name,Country Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,403.626104291049,452.173652569163,505.075842111082,578.631166967907,674.670749298552,780.611624964817,766.569264743704,823.666288868605,898.531790183102,905.246190811676,979.638019367479,1011.66291802612,953.176760946949,973.216094452164,1049.36357479672,972.316017641575,978.494647900052,958.439861836993,1035.70164847096,..
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,28638.1408598842,31689.4477736295,33295.7544361847,34908.2943253243,37914.0356754718,40064.7032271494,37247.812974175,38785.7784407863,41697.6194655121,41493.9158499049,41764.5362279726,42419.5449268926,39819.1878688144,40441.4389563331,42081.1109802312,44527.6104120207,44723.9289448888,43415.6766809454,48225.2412096793,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,1636.85299634033,1930.14387214544,2283.24666278467,2680.16684330379,3296.55724511216,3916.80375834821,3760.61389920619,4528.1747268192,5307.18646570888,5580.76044883474,5824.3429735727,5958.70580987827,5523.81403262613,5513.31332072258,6030.58787844467,6361.33773813278,6446.5746043968,6159.53415914242,7235.96126958022,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,1392.20264656752,1634.67526524138,1924.4487619276,2253.55012881628,2749.16989102671,3254.99377209712,3122.41319091242,3731.59843444228,4310.45119185024,4516.54153071416,4711.13915176515,4821.93564420413,4471.99644993102,4455.81548857443,4838.50234243306,5076.59298553479,5125.97880004818,4888.96620866939,5684.92707423063,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,640.78601451884,760.511226858584,888.883602317509,1093.28993595144,1231.02070878575,1421.06986841761,1315.12296696535,1511.8911269095,1698.70038991549,1833.19245379191,1953.69016907062,2083.1837451258,1930.46018693705,1818.40497244132,1751.50761038892,1874.94756640788,1827.16847357077,1719.89506474412,1842.77104941479,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,509.322007456007,570.491846298355,641.718343436325,720.461810504637,832.104185575583,977.958732206719,985.761953537174,1097.62665033316,991.587570773182,977.477085607876,1038.68109443523,1086.9636516692,1070.69025990807,1134.24480894546,1218.49338828447,1187.65738824009,1214.40297454728,1206.83008130236,1281.63432040352,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,552.48736209526,633.328240743157,723.712745251421,844.777599386618,964.99527532935,1125.59417140875,1095.48042026611,1235.95451403847,1228.52972307118,1264.39641685936,1345.37010338796,1420.65317860019,1358.21791178905,1361.96321727996,1394.85985605113,1415.31720554163,1416.38835637768,1374.94955936037,1465.39607429896,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,2036.32313752882,2432.13069616931,2915.82251676412,3496.11126317196,4376.55417891544,5405.50110275233,5189.92676530293,6206.33790150806,7517.32635951737,7988.69047257311,8541.2324733025,8812.26181554647,8213.12337286025,8183.3270469779,9021.96592686379,9839.46860049612,9979.25411184343,9706.84310332981,11465.857770559,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,3785.6872994759,4306.4998431795,5142.46516450736,5948.25648399115,6927.76728831963,7963.84510283627,7401.72333427753,9081.11422764872,10220.497892665,10217.2776964379,10357.1656138957,10451.5252662143,8645.27095252049,8363.6585703583,9201.46648036571,8916.08948524633,8707.18736820255,7289.95703684922,8327.60519038265,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,3602.59205303752,4060.39907809262,4857.11970843148,5602.06142995254,6545.22692093972,7489.08816707385,6877.57156177517,8520.91851854373,9847.59920897527,9686.90535966314,9834.53012990858,9775.56734787074,8223.39454971266,7909.62822168351,8729.1830627764,8384.84537253501,8181.62274744186,6789.39264970385,7728.03330913836,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,3648.55547435338,4169.29674914585,5011.70147799981,5821.73389209694,6813.3880119004,7868.89200369243,7288.2206649828,9007.3812518454,10157.7080256739,10144.3445788974,10280.4237194411,10369.9180463986,8497.45594058406,8199.16861798615,9050.94346805003,8754.29326776484,8526.26578328322,7081.44704554668,8108.91586994813,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,361.768955084289,408.101396477172,470.840616661864,532.945219140665,624.971520643286,745.313191390303,732.72489841497,812.822733191592,921.727110860739,945.173417987178,1005.61358250837,1055.489277272,997.132283890389,1021.78781099426,1114.92308410884,1073.3209737358,1100.0270461345,1095.77064832518,1164.91831596213,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,1323.52583308867,1548.97317601803,1818.7316722197,2129.09762994646,2594.37686122188,3062.9874357786,2956.58506022813,3550.79278691655,4134.04331727443,4339.26652653684,4532.41989309618,4626.39321149143,4329.30502802987,4313.15265410579,4679.99324511284,4900.57367580845,4952.23113305647,4723.79886732848,5494.39698101105,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,307.309385090725,348.144360032475,400.823504315809,456.567754078829,544.856858103148,623.814539224899,627.68317720824,681.917502098734,737.921592084596,731.578004322583,771.117054465343,800.582832009898,775.673373499387,791.811382162639,863.625895527001,758.744710996629,750.555530326794,736.93221698126,793.945722043348,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,735.095743076681,837.127458310158,955.440021346485,1113.74112389395,1345.71374753573,1499.2501714078,1502.71632156314,1809.05590808926,2047.90086460913,2115.53858674075,2118.63843116732,2176.23675069423,2088.22078732738,2169.41972344764,2297.94945643957,2323.93174161165,2386.48858914775,2268.98274570582,2572.70514396668,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,3388.45312671443,3921.79200746486,4618.19186044185,5288.1952086245,6098.25087433221,7418.22449167982,6546.43502947811,7479.37845911294,8260.51047816933,8759.65128829081,8433.60304850834,8321.76576980599,7183.07451286568,7111.1562407106,7251.82773594856,7476.77245727289,7337.35093485927,6491.49912763085,7569.08943696131,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,1905.15212530238,2220.31044341836,2571.02295024423,2940.60405876672,3518.89971428337,4259.64645707383,4070.2137142471,4602.59167365765,4653.5943879069,4929.64160910528,4445.60064830945,4317.81309556394,3805.68400915465,3832.81850898167,3739.15308820695,3491.19257785723,3438.71589914992,3093.87847282169,3573.16517336392,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,1912.03109537342,2228.84409519302,2582.07545475972,2955.44425230626,3539.11607768809,4284.10351139715,4091.02456705559,4625.40178666433,4673.49608515259,4950.68166347424,4458.42772459745,4328.80720330803,3811.77767170547,3836.31969011268,3740.51998552308,3490.36720402876,3436.13153002932,3092.20555999448,3572.06552524474,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,1398.33770664485,1639.21827964813,1927.08306331671,2260.40942722463,2761.05626444414,3264.37933582855,3151.85249573979,3799.77242766286,4478.8140696518,4716.35907508888,4934.97944222966,5040.8028003844,4720.1503964477,4709.36804167241,5116.24078342878,5384.00215669902,5448.65078025163,5206.16829542532,6074.0849211156,..
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,38395.2215763759,40788.0935353683,43368.2524264329,45741.0325855388,47727.4820398445,48398.1029489662,46581.2835386802,48552.9424055168,50289.0244037158,51881.1708863839,53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58423.8858786865,61174.7773442449,63198.7013177896,61451.9761542648,68369.6627865258,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,26030.5475281099,28768.3485356557,30196.5984700289,31620.6430140409,34356.7954034449,36204.7884195546,33635.0329941469,35053.0002915507,37510.4689031111,37238.6273555564,37492.0293932166,38000.9430879342,35599.0800395663,36049.378510069,37403.3878726541,39348.3143589819,39531.6603463651,38326.8576017416,42446.8593225577,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,5408.82299889643,6594.81260009401,7830.0468600591,8968.75292915752,10676.4277517626,12721.4823126042,10649.6278514835,12135.4065878281,14656.7516002022,14983.3650641167,15301.1620473154,15443.8933803058,12502.0953801451,12087.1223886966,12894.0758276533,14062.5039847728,13540.4002873269,11683.1860582817,13878.8148434096,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,2000.42639459842,2272.91086989584,2494.10990069271,2586.38709734578,2818.28436900209,2977.75368068694,2649.81034233481,2882.7192639379,3324.79654277336,3482.42371396297,3584.58282227053,3853.59513746425,3724.5916743202,3867.74169899034,4128.47492262869,4283.74156632459,4233.4136752437,3707.31058055127,3643.84543691992,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,29511.174146187,32625.4279406154,34155.2852944616,35742.5425175519,38784.3634932164,40837.1603829801,38248.7923385649,39710.7654338051,42530.4301945737,42286.9172434272,42520.7968500268,43165.5514844553,40638.3758095101,41369.9337219357,42968.4478075775,45382.3069254991,45700.938132739,44474.5497503182,49223.5950344334,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,546.52393821994,661.980677741513,802.974678731543,986.045907756398,1161.53164623828,1409.21767078223,1250.39328691504,1427.81413333018,1615.10635563388,1703.42984591239,1813.79619346271,1870.79868539774,1550.79861230615,1385.87403657936,1436.42070384297,1455.85975716881,1463.30658635794,1337.46415333973,1418.59332595843,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,5291.8754183839,6273.61623096982,7350.16290600385,8383.63694139828,9828.33176950541,11585.7895970117,9726.71099478148,10982.6283297217,13023.122324438,13379.8099524495,13662.8737452669,13836.880534668,11585.6451509215,11163.9732961148,11854.0160327081,12808.1908837461,12427.5767384523,10702.9616881658,12588.9277948417,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,531.147416962199,605.096035820548,681.706896771278,763.923014240051,946.478936382281,947.411381921815,1028.80094011035,1242.3468611265,1351.99156959375,1347.91809454193,1364.83100978075,1475.72702877642,1523.69780745339,1675.57551077353,1887.92183047546,1920.20839576082,1962.80287524759,1852.30008753936,2149.8215950035,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,531.147416962199,605.096035820548,681.706896771278,763.923014240051,946.478936382281,947.411381921815,1028.80094011035,1242.3468611265,1351.99156959375,1347.91809454193,1364.83100978075,1475.72702877642,1523.69780745339,1675.57551077353,1887.92183047546,1920.20839576082,1962.80287524759,1852.30008753936,2149.8215950035,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,764.930132134221,925.343533553691,1070.12433378505,1231.15025810804,1387.79264954521,1530.5162518605,1432.11863236618,1656.05719861395,1818.17245281026,1837.55754544941,1900.19419418299,1931.64803190105,1675.48657482565,1524.8277496739,1609.900105108,1631.593697431,1607.92160468242,1493.10069058974,1633.18075389896,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,764.040724871054,924.315509768399,1069.03612834346,1229.98769553774,1386.65921857564,1529.51450336852,1431.27488434628,1655.12413131908,1817.17015667576,1836.59281543864,1898.98258004503,1930.41406523828,1674.23770053124,1523.52726382409,1608.56484686331,1630.23897071478,1606.5581948548,1492.13401817781,1632.08753131287,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,764.930132134221,925.343533553691,1070.12433378505,1231.15025810804,1387.79264954521,1530.5162518605,1432.11863236618,1656.05719861395,1818.17245281026,1837.55754544941,1900.19419418299,1931.64803190105,1675.48657482565,1524.8277496739,1609.900105108,1631.593697431,1607.92160468242,1493.10069058974,1633.18075389896,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,2176.74403917377,2589.75261284266,3089.28624166607,3644.57518608182,4485.51495060606,5433.98336271995,5196.21917850605,6290.11009884083,7546.03030958206,8021.73367039928,8538.42876620621,8730.05993426656,8132.28571037896,8025.23480020977,8820.94949272126,9435.78082781379,9534.00511269487,9157.82001579761,10828.0506944074,..
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,6127.69930801665,6818.89843158842,7292.45271257738,7804.16050561167,8685.98696111953,9427.54805691425,8830.73039299607,9556.54477786581,10470.9877752081,10572.9576676744,10735.1290211119,10896.1450259007,10153.5813025003,10206.892281587,10742.6504572914,11285.4976396404,11320.915884525,10883.0760474916,12236.6157434985,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Afghanistan,AFG,200.462566743838,221.657604182947,255.05511997846,274.000486471348,375.078128065393,387.849174300047,443.845150536332,554.595200222354,621.912310861592,663.141052810937,651.987861948108,628.146803888496,592.476537451681,520.252064031151,530.149830802984,502.056770622973,500.522664145294,516.866552182696,368.754614175459,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,982.805600622396,1254.69556291539,1900.72472515377,2597.96268151603,3121.35047480325,4081.71500392279,3123.69758573592,3496.78479608032,4511.15322719034,4962.55207190082,5101.98387641128,5059.08044128816,3100.83068530533,1709.51553404553,2283.21423255725,2487.50099555267,2142.23875712854,1603.99347745326,1953.53375721508,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Antigua and Barbuda,ATG,10968.8926839103,11650.8484770858,12808.0101536637,14310.6862347854,16006.1361107498,16457.1040632589,14530.5986896353,13404.5160161036,13117.1469408968,13686.4765853976,13350.149136673,14004.8112122163,14861.8827074704,15862.6516627488,16110.5562811025,17527.1696291931,18319.4560540762,14787.6357752901,15781.3957017982,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Andorra,AND,31955.3880187598,37629.1289563453,39584.9157466551,43086.499827003,50565.4564814851,53719.421266769,49753.6906002629,48238.4660955595,51429.1919196159,44904.5800426279,44750.4356804443,45682.2462308595,38885.3760140905,39932.1644867147,40632.4843928243,42903.4435794631,41327.5020305489,37207.4938608348,42137.3272710372,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,3333.15290388997,4258.16026060875,5086.62776073134,5890.97800169795,7210.59554755899,8977.50685093365,8184.38988923991,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11795.1593866287,9963.6725062053,8496.42414176374,10636.1201956183,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Aruba,ABW,22050.8309318377,24104.6461765229,24975.6732567007,25833.445623022,27665.4264651752,29011.5592450359,25739.1372506975,24452.9283634427,26044.4359333351,25609.9557239373,26515.678080228,26942.3079764655,28421.3864931862,28451.2737445083,29326.7080582111,30220.5945232395,31650.7605367511,24487.8635601966,29342.1008575886,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,23705.9072163917,30819.9934867745,34461.7087799639,36570.7203684146,41023.7548562293,49679.1805279842,42810.331655139,52134.3088504199,62596.4321748915,68044.714816234,68158.5797427053,62513.4112171122,56710.4457244504,49875.5651433836,53936.1402549903,57207.8715094806,54941.4341793948,51720.3707634401,60443.1091649968,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,32294.0488606559,36889.2335135194,38417.4577857677,40669.3269586152,46915.3374004507,51919.9835754226,48153.3240199631,46903.7615854343,51442.2762464407,48564.9173350875,50731.1272541847,51786.3771747905,44195.8175947748,45307.5878620429,47429.1584564387,51466.5565633634,50070.4033482901,48809.2268762243,53637.7057109897,..
GDP per capita (current US$),NY.GDP.PCAP.CD,American Samoa,ASM,9043.68236654528,8832.81851941832,8733.01428721137,8673.92719531291,9187.16634446553,10019.502245442,12191.5977314597,10446.8632062572,10495.3047320935,11920.0610903131,12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15501.5263374397,15743.3107582991,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4229.91064904503,5387.99797495383,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,2031.32277450429,2451.82168073601,2741.11851892289,3170.11784995261,3936.94001256103,4846.77642113418,4542.28263659833,4507.05443324588,4981.03568097896,4688.37662297884,5025.07459738709,5196.86080042254,4599.90102879933,4858.77592634808,5255.80705791233,5936.10150173874,6011.37067052755,6012.06276705855,7143.3105484321,..
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,26204.8804986853,26393.4139538137,28280.870835298,28829.8493750425,29687.865215033,29013.6302870767,27120.6905452145,27046.6576651879,26644.9265775896,28059.6553953426,27389.6019706988,28720.6621934516,30206.2404347372,29887.1648786795,30969.8761966819,31738.2671569969,32610.4850490784,23862.7109929122,27478.3896289831,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,14230.29675298,15777.9636408956,17705.235163895,19057.7989047138,20883.5480311994,23155.821449155,19448.1832553789,21186.8143292279,23741.5574626702,25102.726348527,25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23501.9194628168,26562.9691354026,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,440.714404819588,469.116458369252,492.808648889577,503.538332188534,552.338934530705,630.108979202923,698.521026204513,776.859576940281,856.381586098739,876.817545058129,973.773392636423,1108.51509983546,1236.00506049059,1659.96160523559,1815.6094264579,1963.41185467584,2122.07885124799,2233.30552399269,2457.92487986361,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,11998.1756941147,12828.4389489954,14173.7513776686,15595.6394564112,17219.0486803908,17550.6633410971,16310.4605337648,16489.7958217909,16907.2092592727,16691.3326357636,16893.6062702039,16924.1903399365,16990.2194668498,17343.7254395315,17843.1979282703,18224.8905923744,19002.9623813263,16643.8065787177,17225.4623044097,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,30655.2092679024,35429.4077933344,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44760.2912443709,44184.946353964,47410.5669277464,44670.5606845101,46757.9518559598,47764.0715120833,41008.296719472,42012.6227191016,44198.4823908691,47544.9811472757,46638.6813054855,45517.7949301847,51247.0143531626,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,4916.70391442359,5106.05303386642,5212.66161390994,5475.72290971811,5707.11336494231,5656.40836062302,5348.9978387566,5397.29157482319,5521.36627642336,5645.89582239311,5887.93343545467,6068.08860885237,6142.47883269283,6148.70696109313,6100.99468097883,6059.16255306675,6210.56554311929,5266.87616004213,6228.26730928353,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,698.408808628665,784.119122642955,805.904628723631,837.132042511019,944.64320765254,1098.94677969563,1061.71841147116,1009.48949433002,1099.4143113919,1112.56953520687,1214.29556576586,1251.5047654269,1041.65252315983,1049.82030349923,1095.27445905119,1194.43821427144,1170.96553298099,1237.94929535039,1319.1549945174,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,892.351496886714,951.951622939377,1018.3089276776,1200.07058848844,1351.04292545957,1687.58339321012,1725.14628617645,1922.0495309392,2304.96983521132,2562.46678423329,2853.79716191598,3022.46288443562,2975.64881137847,3013.5027077617,3280.00821346382,3471.00695064499,3472.38083075685,3068.81255507604,3345.19658873831,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,3056.62496707108,3623.24799633539,4773.24894374558,5866.09622382995,7323.03362855509,8801.59948420962,8570.02256200077,11249.464543278,13200.7850823986,12327.3174365132,12258.5031683848,12071.1582132348,8783.22598387817,8680.76879182018,9896.68478335903,9121.08340257783,8845.25911841876,6794.48915877166,7507.16097080234,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,2719.49750761794,3389.70680201547,3899.90772068651,4523.0508329806,5888.77685220636,7271.39583653299,6988.23342017279,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059,7569.47881476759,8366.29322145748,9446.71709419731,9879.33434282707,10129.8129597638,12221.4966064171,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6542.79749130553,7302.25779418774,..
